date,HYG,LQD,TLT,IEF,VNQ,SHY,VCSH,TIP,IEI,MBB,VCLT,PFF,SPY,SLV,GLD,JNK,TBF
2007-04-12,0.000670819357930114,0.00150489089541018,0.000228911525695273,0.000970873786407746,-0.00680529300567098,-0.000124812780828821,-5.52059972353971E-05,0,-0.000199322304165938,-0.000397812033813944,0.000911247966830962,-0.000596540067607897,0.00444382724621571,0.00268622041527522,-0.00134168157423976,0.000329109758104262,-0.000749188695027033
2007-04-13,-0.00181957479410073,-0.00169045830202861,-0.00308959835221417,-0.00169738118331717,0.011292983123969,-0.000499313444014558,-0.000886212724035666,-0.00249500998003992,-0.00109649122807017,-0.00119391105362655,-0.00223846535712694,-0.000198965380023836,0.00456242223143921,0.0129606835131417,0.0126884609643232,0.000781378516203314,0.00227620765988418
2007-04-16,-0.000383766669864782,0.000846660395108217,0.00550964187327812,0.00109302890454218,0.00125470514429102,-0.000124890720619344,0.000737730388248368,0.00320160080040013,0.000698533080530959,0.00209184181691397,0.00515400662657994,-0.000487562189054792,0.00949628406275802,-0.000714796283059313,0.00825471698113211,0.00226011916991992,-0.00525614942889012
2007-04-17,-0.000479892504079059,0.00545164019174733,0.00559360730593618,0.00424602693194218,0.0130325814536342,0.00162378216337741,0.00171890675522466,0.000598384362222023,0.00319106501794967,0.00198807157057657,0.00480906960186913,0.00108510617116812,0.00265848670756656,-0.0101573676680974,-0.00584795321637435,0.00135301353013524,-0.00595051379634833
2007-04-18,0.000288073746879212,0.00028045246330748,0.00499489158814846,0.00229524039623095,-0.0061850569025235,0.00137174211248285,0.00128714685787264,0.00328914581879795,0.00149105367793246,0.00109126984126984,0.00378457287317787,-0.000198886237072355,0.00122374056699984,0.00303512068217962,0.00558823529411758,0.00163780043401714,-0.00420402481839861
2007-04-19,0.00345588941153883,0.000654205607476572,-0.00169434090138942,-0.000120525491141438,-0.0067214339059,0,6.29161941994695E-05,-0.000496721637194488,0,0.000594589237934816,-0.00204454495392292,-0.00218818380743995,-0.000271609968085968,-0.0231268011527379,-0.0124305352442234,0.00102195151861996,0.0024635932545807
2007-04-20,-0.000612264421697189,-0.000280190529559979,-0.00260239873274485,-0.0010848601735775,0.00751879699248131,-0.00024906600249061,0.000263802444140389,0.000397574793758138,-0.000297766749379664,-0.00217886500940872,0.000483361844676929,0.00239234449760775,0.00944101066358769,0.0230105465004795,0.0173256330519769,0.00163345311989548,0.000774469872559382
2007-04-23,0.000612639519078046,0.00289611360239152,0.00363017583664201,0.00205140581633886,0.0111940298507462,0.000747384155455933,0.00111496823412622,0.00228514654744153,0.00138999205718825,0.00238213399503717,0.00327567001795685,-0.000795544948289561,-0.00376799892342889,0.00425347848028255,-0.00640465793304218,0.00175309849967387,-0.00276247759709486
2007-04-24,0.00688797474409259,0.00251513740102478,0.00373007799253982,0.00192678227360304,-0.00676506765067647,0.000871296987801757,0.00102377163467192,0.00168517049960351,0.00168550465992467,0.000990197049212878,0.00250526116809283,0.000597133757961806,0.000405241118465502,-0.0157932519741564,-0.00776443012012893,0.00146514183386914,-0.00333129338401399
2007-04-25,0.00152019002375294,-0.00139379297528346,-0.00349099099099102,-0.000600961538461504,-0.000619195046439593,-0.000373087924387528,-0.000639737771701292,9.89609104404267E-05,-0.00108878550925467,-0.000296765258680395,-0.00328128076760118,-0.000596777402029066,0.00918174453146088,0.00262582056892776,0.00236232098036316,0.000162555370423134,0.0032325636486747
2007-04-26,0.00180248553268189,-0.00214013212989675,-0.00723245564470562,-0.00288634996993396,0.000619578686493149,-0.000746454341876117,-0.00111472695612446,-0.00277063130813379,-0.00158541418945696,-0.00128636453591921,-0.00419188312057618,0.000199044585987222,0.00113727588975124,-0.0353557398515932,-0.0150243040212107,0.000121896712851866,0.00498714383559068
2007-04-27,0,-0.000279746363297288,-0.000227660785429664,0,-0.00247678018575855,0.000372260956175449,-0.000115026456085063,0.000198452073824132,0,-0.000495392846527409,-0.00214985370053199,0.00119402985074631,-0.000801871032408985,0.0172699849170438,0.0103185284881112,-0.00044690013813271,0.00187132435223038
2007-04-30,9.46969696970182E-05,0.00485029381587548,0.0104747808265969,0.00434205765287661,-0.0161390440720049,0.000747978528909076,0.00264948550106932,0.00535714285714292,0.00297737197300513,0.00198255352894531,0.00842574947598895,0.000198767640628066,-0.00829265030428683,-0.01141670991178,-0.00695677915926582,0.000731618095354253,-0.00961346412568737
2007-05-01,-0.00265126408484046,-0.00501253132832086,-0.00292957746478879,-0.00372282935030626,-0.0087066246056782,-0.00397960452680006,-0.000548023303461632,-0.00396289717781727,-0.00425489808034838,-0.00425405619311429,-5.675782570928E-05,-0.00616057233704297,0.00256254636185849,-0.0110236220472441,-0.0059621404084067,-0.000649851752568931,-0.000619615688967869
2007-05-02,-0.000379758853128188,-0.00027987685418417,-0.000565035597242594,-0.00120540019286396,0.00789205702647664,0.000499438132101287,-0.000180397816401992,-8.32190722261759E-05,-0.000397495776607294,0.000198708395429667,0.000354308432361489,0.00259948010397926,0.00585188672899714,-0.00136487716105556,-0.00044984255510573,0.00105669579353786,7.27411087983461E-05
2007-05-03,9.49757811757138E-05,-0.00139977603583419,-0.00226142017186797,-0.00108616944243306,0.00265218489517547,-0.000748783227255738,-0.001064753106362,-0.00247696423263648,-0.0008947211452431,-0.00119201350948649,-0.00239805145627124,0.000797766254487418,0.00541661094021668,0.0111617312072893,0.0124512451245124,0.000608988672810709,0.00262819687787375
2007-05-04,0.00123456790123466,0.0024296794692084,0.00407978241160471,0.00253715114171811,-0.00869127094092452,0.00049956288247791,0.00116797909631546,0.00049662296384582,0.00149253731343289,0.00248632521133764,0.00447774329880173,-0.000199282582702232,0.00379115397406048,0.00495607118720425,0.0103719069491777,0.000811490708431342,-0.00491490555451653
2007-05-07,-9.48496632837439E-05,0.00121189521767512,0.00270880361173825,0.000843576765485577,0.0027954256670902,0,0.000437124646841711,-0.000694927032661644,0.000397416790859335,0,0.0017511652580257,0.000597966912497531,0.000198780811025717,0.00545468131211241,0.000879894412670513,0.00129733236033404,-0.00165448292290747
2007-05-08,0.000758869284765683,-0.000558659217877116,-0.00225123818099958,0,-0.00658895083628986,0.000499313444014558,0.000339995680558165,0.00119213192926688,0.000198629456748396,0.000992063492063577,-0.00111324120384759,0.00137848605577679,-0.00132494203378595,-0.00416171224732455,-0.00542124542124549,0.000485869301158007,0.000854673858313642
2007-05-09,-0.00265402843601897,-0.00158375256195269,-0.00394855595667864,-0.00325105358217936,0.0108418367346938,-0.000748596381784183,-0.00125050233854625,-0.00317523318118682,-0.00158872008737957,-0.00267591674925679,-0.00422323709634284,-0.000580872582018331,0.00271973466003314,-0.00567164179104482,-0.00633470830878009,0.000768919465803309,0.00486651033831261
2007-05-10,0.00361148070708986,0.000466548474386462,0.00237852531430506,0.00253684464846574,-0.0133753943217666,0.00087401673117734,0.00111223595097603,0.00218992633884146,0.000994530084535142,0.00178873099473325,0.00214749266771833,-0.00119426751592361,-0.0104525006615506,-0.0278444911438007,-0.0214974054855449,0.000727890331190128,-0.00155847068056952
2007-05-11,0.00056818181818184,-0.00102592799850774,-0.00350282485875709,-0.00204843957103267,0.0135567208082875,-0.000374251497006002,-0.000567258630027645,-0.00178784266984512,-0.000695479384004048,-0.000991965082829169,-0.00250342176090708,0.00378636907134312,0.00855729375584972,0.0149772253532001,0.00681818181818186,0.000606134076857824,0.00256169142533039
2007-05-14,-9.46431951541823E-05,-0.00102698160769302,-0.00260800544279401,-0.0014489253803428,-0.00567823343848584,-0.000748783227255738,-0.000129060411681351,-0.00159203980099499,-0.0014913501690196,-0.000595770032767233,0.000134640805259776,0.00218383958705578,-0.00218745857086048,-0.0073781090743135,-0.00255831452219717,0.000848073661255181,0.00110736792486353
2007-05-15,-0.000757217226692026,-0.00224299065420556,-0.000341064120054422,-0.000120918984280594,-0.0152284263959391,0.000249781441239044,-0.000305220917901989,-0.00269085110623889,9.95718410832511E-05,0,-0.00208814734063378,-0.000396196513470603,0.000265727761907872,0.00559386973180066,0.00392275196137606,-4.03502400840065E-05,0.00295313374868211
2007-05-16,0.00265226863692338,0.00234170101161484,-0.000682360968952602,-0.000604668037247517,-0.0123711340206185,0.00099887626420275,0.000206871707440579,-0.000999300489657183,0.000696933492632491,0.000496770988574239,0.00116497426624008,-0.00257629805786767,0.00684067211263865,-0.0200411491274861,-0.0141268409978962,0.000807037365830107,-0.00149690476905963
2007-05-17,-0.000283419933868693,-0.00299037473133359,-0.00409696142027995,-0.00266214908034849,-0.0173538622129436,-0.000623674691280992,-0.00119818133190697,-0.000400120036010724,-0.00228832951945084,-0.00198609731876865,-0.00447960253708393,-0.00178819789390019,-0.00197889182058036,-0.00699844479004665,-0.00823170731707305,0.000120957987259097,0.00536354924432081
2007-05-18,0.000284445284445327,-0.00281188490017806,-0.00662781396411837,-0.00291191458383881,-0.0100916212986324,-0.000998502246630033,-0.00114749240420003,-0.00260182127489248,-0.0017949740725968,-0.0071641791044776,-0.00475422469080697,-0.000925557324840799,0.00872438863185719,0.0104933437744714,0.00707039655702419,0.000564402338238203,0.00590155156127154
2007-05-21,0.000943787488155469,0.00131591314973212,0.00299091222822951,0.00133852518861036,0.00402414486921525,0.000249875062468716,0.000838553141964975,0.00250827731513996,0.0013986013986014,0.00521146522349164,0.00202368460500675,0.000727185790988806,-0.000524177696239107,0.00736205827650346,0.00228937728937738,0.000644667391917469,-0.00248653836305729
2007-05-22,9.43841434638122E-05,-0.00319158922369289,-0.00516114233283637,-0.00279499331632038,0.0148296593186373,0.000249812640519561,-0.000944992575058446,-0.0039031224979984,-0.00249401436552275,-0.000598205383848477,-0.00435287219590817,0.00139358948835358,-0.00078667890389409,-0.00838526040464651,-0.00685244403837373,0.000241594523857468,0.00513480276227414
2007-05-23,-0.000755001887504703,-0.000941708258781376,-0.00288217661978326,-0.00194979283451129,-0.00763559768299103,-0.0002497502497502,-0.000401805120226883,-0.000100472219431379,0,-0.000897845171588081,-0.00314381959843446,0,0.000131216375803767,0.00473235065942591,0.00490647040785047,0.00028179219838168,0.00399934580363453
